mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
4.4,,1701108770884,1701701912040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lf4c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lf4c&format=geojson,,,,,reviewed,0,298,us,7000lf4c,",us7000lf4c,",",us,",",origin,phase-data,",18.0,4.969,0.63,120.0,mb,earthquake,M 4.4 - 
0.85,,1701108475050,1701188551730,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60555287,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60555287&format=geojson,,,,,reviewed,0,11,uu,60555287,",uu60555287,",",uu,",",origin,phase-data,",14.0,0.01143,0.09,97.0,md,earthquake,M 0.9 - 
0.61,Utah,1701108023300,1701189201290,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60555282,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60555282&format=geojson,,,,,reviewed,0,6,uu,60555282,",uu60555282,",",uu,",",origin,phase-data,",11.0,0.01141,0.08,98.0,md,earthquake,M 0.6 - Utah
2.1,western Texas,1701108021512,1701129506495,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023xghq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023xghq&format=geojson,,,,,reviewed,0,68,tx,2023xghq,",tx2023xghq,",",tx,",",origin,phase-data,",14.0,0.0,0.3,53.0,ml(texnet),earthquake,M 2.1 - western Texas
0.58,,1701107616010,1701189911550,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60555277,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60555277&format=geojson,,,,,reviewed,0,5,uu,60555277,",uu60555277,",",uu,",",origin,phase-data,",10.0,0.01097,0.07,100.0,md,earthquake,M 0.6 - 
0.79,"4 km S of Idyllwild, CA",1701107586450,1701994321549,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39718498,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39718498&format=geojson,,,,,reviewed,0,10,ci,39718498,",ci39718498,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.01133,0.09,91.0,ml,earthquake,"M 0.8 - 4 km S of Idyllwild, CA"
4.05,"57 km NE of Miches, Dominican Republic",1701107568120,1701700847040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2023331002,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2023331002&format=geojson,,,,,reviewed,0,252,pr,2023331002,",pt23331000,us6000lr3c,pr2023331002,",",pt,us,pr,",",internal-origin,origin,phase-data,",17.0,0.8979,0.37,232.0,md,earthquake,"M 4.1 - 57 km NE of Miches, Dominican Republic"
0.93,"8 km NW of The Geysers, CA",1701107371770,1701114611341,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968556,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968556&format=geojson,,,,,automatic,0,13,nc,73968556,",nc73968556,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.005812,0.06,121.0,md,earthquake,"M 0.9 - 8 km NW of The Geysers, CA"
2.2,"24 km SW of Jal, New Mexico",1701107260730,1701130185599,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023xghg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023xghg&format=geojson,,,,,reviewed,0,74,tx,2023xghg,",tx2023xghg,",",tx,",",origin,phase-data,",13.0,0.0,0.2,63.0,ml(texnet),earthquake,"M 2.2 - 24 km SW of Jal, New Mexico"
0.37,Western Montana,1701106828140,1701185888440,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90034113,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90034113&format=geojson,,,,,reviewed,0,2,mb,90034113,",mb90034113,",",mb,",",origin,phase-data,",7.0,0.1391,0.07,158.0,ml,earthquake,M 0.4 - Western Montana
1.02,"4 km NNW of Lake Henshaw, CA",1701106665690,1701378163629,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39718490,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39718490&format=geojson,,,,,reviewed,0,16,ci,39718490,",ci39718490,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",39.0,0.0384,0.15,49.0,ml,earthquake,"M 1.0 - 4 km NNW of Lake Henshaw, CA"
0.59,"4 km S of Idyllwild, CA",1701106562130,1701109085264,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39718482,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39718482&format=geojson,,,,,reviewed,0,5,ci,39718482,",ci39718482,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.009975,0.13,61.0,ml,earthquake,"M 0.6 - 4 km S of Idyllwild, CA"
1.8,"62 km NNW of Yakutat, Alaska",1701106430987,1701106563989,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023f7p7fay,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023f7p7fay&format=geojson,,,,,automatic,0,50,ak,023f7p7fay,",ak023f7p7fay,",",ak,",",origin,phase-data,",,,0.72,,ml,earthquake,"M 1.8 - 62 km NNW of Yakutat, Alaska"
0.57,"9 km SSW of Idyllwild, CA",1701104834820,1701108260892,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39718458,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39718458&format=geojson,,,,,reviewed,0,5,ci,39718458,",ci39718458,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.0597,0.11,69.0,ml,earthquake,"M 0.6 - 9 km SSW of Idyllwild, CA"
0.6,"2 km NNE of Reno, Nevada",1701104379058,1701130692897,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00869380,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00869380&format=geojson,,,,,reviewed,0,6,nn,00869380,",nn00869380,",",nn,",",origin,phase-data,",12.0,0.01,0.1111,82.0,ml,earthquake,"M 0.6 - 2 km NNE of Reno, Nevada"
1.31,Oklahoma,1701104377500,1701105225721,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023xgfq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2023xgfq&format=geojson,,,,,reviewed,0,26,ok,2023xgfq,",ok2023xgfq,",",ok,",",origin,phase-data,",57.0,0.3149381984,0.66,118.0,ml,quarry blast,M 1.3 Quarry Blast - Oklahoma
1.21,"7 km ENE of Anza, CA",1701104359780,1701377234827,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39718450,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39718450&format=geojson,,,,,reviewed,0,23,ci,39718450,",ci39718450,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",44.0,0.02138,0.16,35.0,ml,earthquake,"M 1.2 - 7 km ENE of Anza, CA"
0.5,,1701103994460,1701108681760,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60555272,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60555272&format=geojson,,,,,reviewed,0,4,uu,60555272,",uu60555272,",",uu,",",origin,phase-data,",11.0,0.01136,0.07,103.0,md,earthquake,M 0.5 - 
1.5,"58 km SSW of Whites City, New Mexico",1701103755746,1701183069749,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023xgfh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023xgfh&format=geojson,,,,,reviewed,0,35,tx,2023xgfh,",tx2023xgfh,",",tx,",",origin,phase-data,",21.0,0.0,0.2,80.0,ml(texnet),earthquake,"M 1.5 - 58 km SSW of Whites City, New Mexico"
1.07,"7 km WNW of The Geysers, CA",1701103530790,1701106159028,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968536,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968536&format=geojson,,,,,automatic,0,18,nc,73968536,",nc73968536,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.006393,0.01,62.0,md,earthquake,"M 1.1 - 7 km WNW of The Geysers, CA"
1.6,"13 km ENE of Silver Springs, Alaska",1701103521276,1701103676662,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023f7ooi20,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023f7ooi20&format=geojson,,,,,automatic,0,39,ak,023f7ooi20,",ak023f7ooi20,",",ak,",",origin,phase-data,",,,0.32,,ml,earthquake,"M 1.6 - 13 km ENE of Silver Springs, Alaska"
0.76,"7 km WNW of Cobb, CA",1701103515650,1701105554967,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968531,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968531&format=geojson,,,,,automatic,0,9,nc,73968531,",nc73968531,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.01238,0.01,99.0,md,earthquake,"M 0.8 - 7 km WNW of Cobb, CA"
0.44,"8 km WNW of Cobb, CA",1701103323860,1701104292834,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968521,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968521&format=geojson,,,,,automatic,0,3,nc,73968521,",nc73968521,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.01256,0.01,145.0,md,earthquake,"M 0.4 - 8 km WNW of Cobb, CA"
2.49,"24 km N of New Idria, CA",1701102797090,1701286692040,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968516,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968516&format=geojson,1.0,2.0,,,reviewed,0,96,nc,73968516,",nc73968516,us6000lr1z,",",nc,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",85.0,0.18,0.23,34.0,md,earthquake,"M 2.5 - 24 km N of New Idria, CA"
0.88,"4 km N of Running Springs, CA",1701102058990,1701106168618,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39718442,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39718442&format=geojson,,,,,reviewed,0,12,ci,39718442,",ci39718442,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.04757,0.18,169.0,ml,earthquake,"M 0.9 - 4 km N of Running Springs, CA"
0.96,"1 km NNW of The Geysers, CA",1701101917840,1701102919710,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968506,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968506&format=geojson,,,,,automatic,0,14,nc,73968506,",nc73968506,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.01133,0.02,78.0,md,earthquake,"M 1.0 - 1 km NNW of The Geysers, CA"
1.7,,1701101739508,1701101988026,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023f7oi3xa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023f7oi3xa&format=geojson,,,,,automatic,0,44,ak,023f7oi3xa,",ak023f7oi3xa,",",ak,",",origin,phase-data,",,,0.69,,ml,earthquake,M 1.7 - 
1.8,,1701101554298,1701125532964,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023xgec,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023xgec&format=geojson,,,,,reviewed,0,50,tx,2023xgec,",tx2023xgec,",",tx,",",origin,phase-data,",22.0,0.0,0.2,85.0,ml(texnet),earthquake,M 1.8 - 
2.2,"54 km NW of Toyah, Texas",1701101108970,1701123295297,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023xgdw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023xgdw&format=geojson,,,,,reviewed,0,74,tx,2023xgdw,",tx2023xgdw,",",tx,",",origin,phase-data,",28.0,0.1,0.2,69.0,ml(texnet),earthquake,"M 2.2 - 54 km NW of Toyah, Texas"
0.68,"8 km NW of The Geysers, CA",1701100623290,1701102313653,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968501,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968501&format=geojson,,,,,automatic,0,7,nc,73968501,",nc73968501,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.01133,0.0,92.0,md,earthquake,"M 0.7 - 8 km NW of The Geysers, CA"
4.23,,1701099880090,1701973568040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2023331001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2023331001&format=geojson,,,,,reviewed,0,275,pr,2023331001,",us6000lr1r,pr2023331001,",",us,pr,",",origin,phase-data,",12.0,1.1759,0.39,294.0,md,earthquake,M 4.2 - 
4.4,,1701099746935,1701972236040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lf4b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lf4b&format=geojson,,,,,reviewed,0,298,us,7000lf4b,",us7000lf4b,",",us,",",origin,phase-data,",19.0,4.96,0.63,119.0,mb,earthquake,M 4.4 - 
1.29,"6 km WNW of Garnet, CA",1701099620570,1701376427460,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39718418,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39718418&format=geojson,,,,,reviewed,0,26,ci,39718418,",ci39718418,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",41.0,0.02495,0.09,67.0,ml,earthquake,"M 1.3 - 6 km WNW of Garnet, CA"
1.88,"11 km S of Holtville, CA",1701099552450,1701375812690,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39718410,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39718410&format=geojson,,,,,reviewed,0,54,ci,39718410,",ci39718410,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.1063,0.17,74.0,ml,earthquake,"M 1.9 - 11 km S of Holtville, CA"
4.3,"3 km W of Jagupit, Philippines",1701099498024,1701971220040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lf4a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lf4a&format=geojson,,,,,reviewed,0,284,us,7000lf4a,",us7000lf4a,",",us,",",origin,phase-data,",16.0,2.163,0.75,129.0,mb,earthquake,"M 4.3 - 3 km W of Jagupit, Philippines"
1.5,"2 km N of Reno, Nevada",1701099359708,1701106057745,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00869348,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00869348&format=geojson,,,,,reviewed,0,35,nn,00869348,",nn00869348,",",nn,",",origin,phase-data,",23.0,0.016,0.1467,79.82,ml,earthquake,"M 1.5 - 2 km N of Reno, Nevada"
-0.38,"17 km NE of Milford, Utah",1701099124290,1701109243910,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60555267,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60555267&format=geojson,,,,,reviewed,0,0,uu,60555267,",uu60555267,",",uu,",",origin,phase-data,",9.0,0.0253,0.06,104.0,md,earthquake,"M -0.4 - 17 km NE of Milford, Utah"
1.2,"5 km NW of The Geysers, CA",1701099024970,1701514693410,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968476,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968476&format=geojson,,,,,reviewed,0,22,nc,73968476,",nc73968476,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.008069,0.03,39.0,md,earthquake,"M 1.2 - 5 km NW of The Geysers, CA"
1.46,"18 km NW of Lake Pillsbury, CA",1701098904210,1701136033137,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968471,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968471&format=geojson,,,,,reviewed,0,33,nc,73968471,",nc73968471,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.07288,0.12,132.0,md,earthquake,"M 1.5 - 18 km NW of Lake Pillsbury, CA"
0.76,"7 km NW of The Geysers, CA",1701098768100,1701100398481,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968466,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968466&format=geojson,,,,,automatic,0,9,nc,73968466,",nc73968466,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.006935,0.01,76.0,md,earthquake,"M 0.8 - 7 km NW of The Geysers, CA"
4.5,"101 km S of Yudomari, Japan",1701098625016,1701970276040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lr1p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lr1p&format=geojson,,,,,reviewed,0,312,us,6000lr1p,",us6000lr1p,",",us,",",origin,phase-data,",36.0,2.185,0.56,127.0,mb,earthquake,"M 4.5 - 101 km S of Yudomari, Japan"
-0.21,"17 km NE of Milford, Utah",1701098405870,1701191205490,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60555262,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60555262&format=geojson,,,,,reviewed,0,0,uu,60555262,",uu60555262,",",uu,",",origin,phase-data,",9.0,0.01029,0.05,103.0,md,earthquake,"M -0.2 - 17 km NE of Milford, Utah"
1.71,"16 km ENE of Yosemite Valley, CA",1701098198370,1701166211122,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968461,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968461&format=geojson,,,,,reviewed,0,45,nc,73968461,",nc73968461,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.2916,0.06,96.0,md,earthquake,"M 1.7 - 16 km ENE of Yosemite Valley, CA"
3.18,"49 km N of San Antonio, Puerto Rico",1701098198010,1701969196040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71432388,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71432388&format=geojson,,,,,reviewed,0,156,pr,71432388,",us6000lr1n,pr71432388,",",us,pr,",",origin,phase-data,",16.0,0.6204,0.31,229.0,md,earthquake,"M 3.2 - 49 km N of San Antonio, Puerto Rico"
0.33,"8 km W of Cobb, CA",1701098180870,1701107591190,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968456,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968456&format=geojson,,,,,automatic,0,2,nc,73968456,",nc73968456,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.01324,0.01,66.0,md,earthquake,"M 0.3 - 8 km W of Cobb, CA"
0.59,"17 km ENE of Milford, Utah",1701097796590,1701109683150,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60555257,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60555257&format=geojson,,,,,reviewed,0,5,uu,60555257,",uu60555257,",",uu,",",origin,phase-data,",12.0,0.01104,0.1,105.0,md,earthquake,"M 0.6 - 17 km ENE of Milford, Utah"
0.6,"17 km NE of Milford, Utah",1701097796570,1701198255450,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60034109,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60034109&format=geojson,,,,,reviewed,0,6,uu,60034109,",uu60034109,",",uu,",",origin,phase-data,",9.0,0.01006,0.06,101.0,md,earthquake,"M 0.6 - 17 km NE of Milford, Utah"
-0.68,"17 km NE of Milford, Utah",1701097772240,1701198037650,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60555252,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60555252&format=geojson,,,,,reviewed,0,0,uu,60555252,",uu60555252,",",uu,",",origin,phase-data,",7.0,0.02425,0.04,103.0,md,earthquake,"M -0.7 - 17 km NE of Milford, Utah"
0.18,Utah,1701097691550,1701136882110,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60555247,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60555247&format=geojson,,,,,reviewed,0,0,uu,60555247,",uu60555247,",",uu,",",origin,phase-data,",12.0,0.01065,0.07,103.0,md,earthquake,M 0.2 - Utah
0.32,"17 km NE of Milford, Utah",1701097539320,1701183503610,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60555242,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60555242&format=geojson,,,,,reviewed,0,2,uu,60555242,",uu60555242,",",uu,",",origin,phase-data,",9.0,0.02512,0.05,103.0,md,earthquake,"M 0.3 - 17 km NE of Milford, Utah"
0.48,"35 km W of Chignik Lake, Alaska",1701097428380,1701213276850,,https://earthquake.usgs.gov/earthquakes/eventpage/av91122653,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91122653&format=geojson,,,,,reviewed,0,4,av,91122653,",av91122653,",",av,",",origin,phase-data,",4.0,,0.2,281.0,ml,earthquake,"M 0.5 - 35 km W of Chignik Lake, Alaska"
1.11,"3 km NW of Glen Avon, CA",1701097408750,1701373901137,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39718394,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39718394&format=geojson,,,,,reviewed,0,19,ci,39718394,",ci39718394,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.04749,0.15,103.0,ml,earthquake,"M 1.1 - 3 km NW of Glen Avon, CA"
0.83,"7 km NW of The Geysers, CA",1701096832580,1701105790987,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968451,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968451&format=geojson,,,,,automatic,0,11,nc,73968451,",nc73968451,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.007355,0.02,54.0,md,earthquake,"M 0.8 - 7 km NW of The Geysers, CA"
4.1,"236 km SSE of Amahai, Indonesia",1701096813724,1701968985040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lf49,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lf49&format=geojson,,,,,reviewed,0,259,us,7000lf49,",us7000lf49,",",us,",",origin,phase-data,",20.0,0.713,0.69,113.0,mb,earthquake,"M 4.1 - 236 km SSE of Amahai, Indonesia"
4.2,"Maug Islands region, Northern Mariana Islands",1701096580894,1701968458040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lf48,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lf48&format=geojson,,,,,reviewed,0,271,us,7000lf48,",us7000lf48,",",us,",",origin,phase-data,",14.0,5.01,0.19,148.0,mb,earthquake,"M 4.2 - Maug Islands region, Northern Mariana Islands"
1.4,,1701096486737,1701112413357,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00869346,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00869346&format=geojson,,,,,reviewed,0,30,nn,00869346,",nn00869346,",",nn,",",origin,phase-data,",20.0,0.016,0.1462,58.51,ml,earthquake,M 1.4 - 
1.5,"65 km NNE of Petersville, Alaska",1701095755365,1701095856137,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023f7nfk9c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023f7nfk9c&format=geojson,,,,,automatic,0,35,ak,023f7nfk9c,",ak023f7nfk9c,",",ak,",",origin,phase-data,",,,0.18,,ml,earthquake,"M 1.5 - 65 km NNE of Petersville, Alaska"
1.85,"4 km ESE of Laytonville, CA",1701095632050,1701493992367,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968441,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968441&format=geojson,,,,,reviewed,0,53,nc,73968441,",nc73968441,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.03707,0.15,77.0,md,earthquake,"M 1.9 - 4 km ESE of Laytonville, CA"
